Date,MMM,ABT,ABBV,ABMD,ACN,ATVI,ADBE,AMD,AAP,AES,AFL,A,APD,AKAM,ALK,ALB,ARE,ALGN,ALLE,LNT,ALL,GOOGL,GOOG,MO,AMZN,AMCR,AEE,AAL,AEP,AXP
2000-01-25,26.315542221069336,8.041961669921875,,28.75,,1.0776435136795044,15.638579368591309,20.0,,28.96901130676269,6.561662673950195,41.74469375610352,17.44349479675293,279.3125,6.856868743896484,6.001759052276611,14.090455055236816,,,6.1214752197265625,13.611320495605469,,,1.5655640363693235,69.25,,11.663681983947754,,12.502878189086914,34.36652755737305
2000-01-26,27.73751449584961,8.058930397033691,,28.875,,1.179834485054016,15.18865966796875,18.5,,27.611093521118164,6.890262603759766,42.13014602661133,17.68917465209961,277.5,7.2502946853637695,6.220799922943115,13.972792625427246,,,5.986804008483887,13.797270774841309,,,1.5031191110610962,64.8125,,11.797748565673828,,12.811893463134766,34.66490936279297
2000-01-27,27.71950912475586,8.364317893981934,,29.0,,1.277379870414734,15.561006546020508,18.46875,,28.921361923217773,6.767035007476807,42.20723342895508,17.33820152282715,281.125,7.165989398956299,6.330318450927734,14.149291038513184,,,5.949465274810791,13.797270774841309,,,1.4986594915390017,66.9375,,11.775404930114746,,12.764345169067385,35.3565673828125
2000-01-28,26.56753158569336,8.65274429321289,,29.4375,,1.216994047164917,14.288822174072266,17.625,,29.1119384765625,6.900527477264404,41.97597122192383,16.74153709411621,270.0625,7.334599494934082,6.176991939544678,13.91396141052246,,,5.912125587463379,13.574131965637209,,,1.4808180332183838,61.6875,,11.551963806152344,,12.550420761108398,34.33938980102539
2000-01-31,26.963523864746094,8.839376449584961,,29.25,,1.1612539291381836,13.668240547180176,18.0,,30.54134178161621,7.136706352233887,40.81959915161133,16.63624382019043,249.125,7.165989398956299,6.330318450927734,13.884543418884276,,,5.937017917633057,13.797270774841309,,,1.4897385835647583,64.5625,,11.64134120941162,,12.740575790405272,35.74986267089844
2000-02-01,27.107519149780277,8.924201011657715,,28.75,,1.2541544437408447,13.8699312210083,18.28125,,30.77956962585449,7.280467987060547,43.7876091003418,17.197805404663086,239.0625,7.137887001037598,6.155084609985352,14.002205848693848,,,5.937017917633057,13.72288703918457,,,1.4986594915390017,67.4375,,11.64134120941162,,12.811893463134766,36.67208099365234
2000-02-02,26.639537811279297,8.97510051727295,,28.125,,1.291314959526062,15.21968936920166,18.03125,,30.231645584106445,7.290737628936768,47.17960357666016,17.057411193847656,233.625,7.151938438415527,6.176991939544678,14.031624794006348,,,5.750320911407471,13.871644973754885,,,1.471897006034851,69.4375,,11.64134120941162,,12.78811740875244,35.6277961730957
2000-02-03,26.40553474426269,9.025996208190918,,26.75,,1.305249810218811,17.14348030090332,19.5,,30.63663673400879,7.383152961730957,47.95050430297852,17.26799774169922,245.375,6.997376441955566,6.176991939544678,13.884543418884276,,,5.874783515930176,13.72288703918457,,,1.4986594915390017,84.1875,,11.775404930114746,,13.215975761413574,35.343017578125
2000-02-04,25.649538040161133,9.348352432250977,,27.5625,,1.1705445051193235,18.36912727355957,19.28125,,28.683128356933597,7.218855857849121,47.0254135131836,17.33820152282715,235.0,6.899019718170166,6.089375019073486,13.91396141052246,,,5.787657260894775,13.834452629089355,,,1.471897006034851,78.5625,,11.41789722442627,,12.95449924468994,35.03106689453125
2000-02-07,25.235557556152344,9.178693771362305,,29.5625,,1.1148040294647217,19.12933349609375,20.65625,,30.49370002746582,7.023752212524414,49.029781341552734,17.303098678588867,228.625,6.828764915466309,6.089375019073486,13.85512351989746,,,5.787657260894775,13.983213424682615,,,1.467436909675598,75.0,,11.35086154937744,,12.811893463134766,35.248046875
2000-02-08,25.253557205200195,9.263524055480955,,28.375,,1.096224308013916,20.789382934570312,20.6875,,32.18514633178711,6.890262603759766,48.721412658691406,16.952119827270508,240.9375,6.758510589599609,6.001759052276611,13.73746109008789,,,5.800105571746826,13.090664863586426,,,1.3916116952896118,83.125,,11.395553588867188,,12.89901638031006,35.37012481689453
2000-02-09,25.235557556152344,9.789473533630373,,27.375,,1.0799669027328491,21.735763549804688,21.03125,,32.73306655883789,6.787576198577881,46.71704864501953,16.074684143066406,234.875,6.646103382110596,5.914144039154053,13.70803928375244,,,5.837442398071289,11.863417625427246,,,1.400532603263855,80.25,,11.28383445739746,,12.608599662780762,33.97322463989258
2000-02-10,24.767566680908203,9.53498363494873,,29.4375,,1.0729988813400269,22.65111541748047,21.25,,31.589569091796875,6.777300357818604,47.29523468017578,15.758809089660645,229.0,6.702307224273682,5.914144039154053,13.766879081726074,,,5.9245710372924805,12.1981201171875,,,1.4183731079101562,76.1875,,11.127421379089355,,12.245590209960938,33.525672912597656
2000-02-11,23.885576248168945,9.229595184326172,,29.5,,1.1055136919021606,22.44942855834961,22.75,,31.25604057312012,6.551395416259766,46.48577499389648,15.127047538757324,233.0625,6.561797618865967,5.607483386993408,13.70803928375244,,,6.011696815490723,12.904723167419434,,,1.3603894710540771,76.1875,,11.082737922668455,,12.318188667297363,33.30866241455078
2000-02-14,23.867578506469727,9.518016815185549,,29.25,,1.0683540105819702,22.247737884521484,21.625,,32.59012985229492,6.417900562286377,47.14104843139648,16.109783172607422,230.375,6.140269756317139,5.760810375213623,13.943374633789062,,,6.0614824295043945,12.64439296722412,,,1.3514691591262815,74.4375,,11.172109603881836,,12.293993949890137,33.417179107666016
2000-02-15,25.66755104064941,9.53498363494873,,32.5,,1.040484070777893,22.06156539916992,21.75,,32.92366027832031,6.4302473068237305,50.49449920654297,16.285268783569336,222.5,6.224573135375977,5.914144039154053,13.972792625427246,,,6.248182773590088,12.941906929016112,,,1.364850401878357,73.8125,,11.127421379089355,,12.124587059020996,34.52927017211914
2000-02-16,25.433544158935547,9.416219711303713,,35.375,,1.0416451692581177,24.373220443725582,21.875,,33.61453628540039,6.378805160522461,49.954864501953125,15.723716735839844,246.125,6.252677917480469,5.695097923278809,13.73746109008789,,,6.198396682739258,12.79315185546875,,,1.3559297323226929,70.6875,,11.060389518737791,,11.882577896118164,33.383277893066406
2000-02-17,25.81154441833496,9.297455787658691,,41.3125,,1.0428065061569214,25.211000442504883,21.5,,33.51923751831055,6.224481105804443,59.82250595092773,16.004493713378906,252.0,6.3791351318359375,5.782714366912842,13.796299934387209,,,6.161056041717529,12.64439296722412,,,1.3916116952896118,69.0,,10.90398120880127,,11.785775184631348,32.10162734985352
2000-02-18,25.21754646301269,8.85633659362793,,40.75,,1.003323674201965,24.38873672485352,21.5,,33.543067932128906,6.20390510559082,57.81813430786133,15.197242736816406,241.6875,6.322931289672852,5.585577487945557,14.031624794006348,,,6.024141788482666,12.495638847351074,,,1.400532603263855,64.75,,10.81459903717041,,11.592171669006348,29.99950408935547
2000-02-22,25.95554542541504,9.05993366241455,,36.9375,,0.9940334558486938,24.396486282348636,20.90625,,32.75689697265625,6.131883144378662,56.43049240112305,15.618415832519531,242.125,6.168370723724365,5.585577487945557,14.002205848693848,,,5.974356174468994,12.718774795532228,,,1.4897385835647583,63.5625,,10.881633758544922,,11.785775184631348,30.18936538696289
2000-02-23,26.757732391357425,8.720602989196777,,35.5546875,,0.9708089232444764,24.73004913330078,20.53125,,32.08985137939453,6.029001235961914,61.05595016479492,15.267447471618652,252.0625,6.098116874694824,5.519865989685059,14.061040878295898,,,5.874783515930176,12.421259880065918,,,1.4495954513549805,70.4375,,10.81459903717041,,11.616368293762209,29.972383499145508
2000-02-24,26.37729263305664,8.618812561035156,,35.625,,0.9754534363746644,26.405616760253903,21.28125,,32.351898193359375,5.864386558532715,65.8355712890625,14.811171531677246,274.8125,6.126217842102051,5.38844108581543,13.884543418884276,,,5.787657260894775,12.458451271057127,,,1.4317545890808103,68.4375,,10.323030471801758,,11.204954147338867,28.20929718017578
2000-02-25,24.855531692504883,8.703640937805176,,37.625,,0.9475833773612976,24.450796127319336,20.25,,32.20896911621094,5.771789073944092,66.68358612060547,14.670782089233398,267.0625,5.985708713531494,5.366536617279053,13.825706481933594,,,5.663191795349121,12.22298526763916,,,1.400532603263855,69.125,,10.323030471801758,,10.914546012878418,27.070068359375
2000-02-28,25.054805755615234,8.9920654296875,,37.0,,0.9336482882499696,24.28013038635254,18.875,,32.70924758911133,6.080442428588867,62.28940200805664,14.670782089233398,256.75,6.084064960479736,5.366536617279053,14.002205848693848,,,5.65074634552002,11.885539054870604,,,1.4317545890808103,65.75,,10.74756908416748,,11.13235569000244,28.778926849365234
2000-02-29,25.56206321716309,8.958133697509766,,36.96875,,0.9429386854171752,25.31960678100586,19.75,,31.94690704345703,6.018711566925049,64.06249237060547,14.460200309753418,261.25,5.957607269287109,5.278916835784912,14.384628295898438,,,5.600961685180664,11.810554504394531,,,1.4406754970550537,68.875,,10.725226402282717,,10.890345573425291,29.11797332763672
2000-03-01,24.964221954345703,9.178693771362305,,33.625,,1.0776435136795044,24.916231155395508,20.25,,31.232213973999023,6.080442428588867,67.30030822753906,14.565485000610352,278.625,5.999758720397949,5.103683948516846,14.414036750793455,,,5.551173210144043,12.073015213012695,,,1.458516240119934,65.875,,10.54647445678711,,10.672542572021484,29.402761459350582
2000-03-02,24.946102142333984,9.093859672546388,,32.3125,,1.0776435136795044,20.013654708862305,19.625,,33.20953750610352,5.9672698974609375,64.93939208984375,14.319814682006836,268.0,5.873301029205322,5.235109806060791,14.119868278503418,,,5.476494312286377,11.623087882995604,,,1.4362149238586426,62.5625,,10.345373153686523,,10.672542572021484,28.98235321044922
2000-03-03,25.94249725341797,8.805439949035645,,33.875,,1.1008689403533936,22.49597549438477,20.75,,33.13808059692383,6.029001235961914,66.60649108886719,14.776076316833496,268.375,6.112165927886963,5.257012367248535,14.20812702178955,,,5.464047908782959,11.623087882995604,,,1.4495954513549805,62.5,,10.4347505569458,,10.575735092163086,28.96880531311035
2000-03-06,25.290319442749023,8.483083724975586,,34.0625,,1.0683540105819702,21.30136108398437,23.75,,31.01780128479004,5.956981182098389,98.05956268310548,14.214513778686523,254.0,5.859249114990234,5.454152584075928,14.149291038513184,,,5.43915605545044,11.510601043701172,,,1.4183731079101562,63.9375,,10.077238082885742,,10.140122413635254,28.046554565429688
2000-03-07,23.98595428466797,8.041961669921875,,32.125,,1.0219032764434814,20.15328788757324,27.5,,30.350759506225582,5.730638980865479,87.5752182006836,13.58275318145752,262.4375,5.732791900634766,5.257012367248535,13.943374633789062,,,5.501387119293213,11.135669708251951,,,1.3960717916488647,63.5,,10.195199012756348,,10.454734802246094,27.42270278930664
2000-03-08,23.93158531188965,8.4152193069458,,29.5,,0.980098307132721,19.62580108642578,26.75,,29.82665252685547,5.740926742553711,93.74249267578124,13.933733940124512,265.0,6.013810634613037,5.519865989685059,14.149291038513184,,,5.68808650970459,10.835715293884276,,,1.3737714290618896,63.625,,10.240915298461914,,10.357925415039062,26.63609504699707
2000-03-09,23.46056365966797,8.483083724975586,,30.625,,1.0729988813400269,19.39307975769043,29.0625,,28.8022518157959,5.802658557891846,94.35920715332033,13.933733940124512,286.0,5.845198154449463,5.410343647003174,14.296372413635254,,,5.68808650970459,10.910700798034668,,,1.3916116952896118,68.8125,,10.263778686523438,,10.309526443481444,26.63609504699707
2000-03-10,23.623615264892575,8.398252487182617,,30.75,,1.0637084245681765,20.665266036987305,26.0,,27.82550430297852,5.782078742980957,87.5752182006836,14.003929138183594,296.0,6.041911602020264,5.607483386993408,14.178705215454102,,,5.63830041885376,10.760733604431152,,,1.3603894710540771,66.875,,10.28663730621338,,10.091720581054688,27.49049949645996
2000-03-13,22.898969650268555,8.296452522277832,,28.3125,,1.007968544960022,20.38600730895996,25.75,,27.82550430297852,5.658617973327637,80.94535827636719,13.863532066345217,284.75,6.084064960479736,5.536021709442139,14.20812702178955,,,5.538726329803467,10.648247718811035,,,1.4183731079101562,65.3125,,10.28663730621338,,10.261123657226562,27.46339225769043
2000-03-14,22.935209274291992,8.449152946472168,,26.34375,,1.0311938524246216,20.21534919738769,24.0,,27.396677017211918,5.8952507972717285,74.85520935058594,13.96883487701416,269.75,5.831148624420166,5.580130577087402,14.414036750793455,,,5.488941192626953,10.798224449157717,,,1.3893816471099854,65.625,,10.172341346740724,,10.406329154968262,27.87024688720703
2000-03-15,23.913480758666992,8.822405815124512,,22.875,,0.9661632180213928,20.74283790588379,24.625,,28.34960174560547,6.764621734619141,70.46102905273438,15.372739791870115,240.25,6.758510589599609,6.087417125701904,14.472864151000977,,,5.563621520996094,11.698070526123049,,,1.4362149238586426,63.75,,10.629525184631348,,11.13235569000244,28.83317375183105
2000-03-16,25.525829315185547,9.365321159362791,,23.0,,0.9661632180213928,23.442354202270508,24.59375,,30.54134178161621,7.243031024932861,72.81228637695312,16.67134666442871,229.125,7.306499004364014,6.550590515136719,14.531707763671877,,,6.148608207702637,12.74789810180664,,,1.4804456233978271,66.25,,11.200997352600098,,11.979378700256348,31.19297790527344
2000-03-17,24.89175796508789,9.093859672546388,,25.75,,0.9731311798095704,21.766796112060547,25.0,,29.683704376220703,6.882941246032715,74.70103454589844,15.478026390075684,218.9375,6.899019718170166,6.682925701141357,14.472864151000977,,,5.837442398071289,12.522936820983888,,,1.4804456233978271,64.8125,,11.018129348754885,,11.761574745178224,31.165851593017575
2000-03-20,25.217849731445312,9.195661544799805,,23.0,,1.003323674201965,21.70473289489746,26.875,,29.302536010742188,6.800634384155273,70.15264892578125,15.723716735839844,213.25,6.744460582733154,6.925539493560791,14.502285957336426,,,5.887228488922119,12.22298526763916,,,1.45759916305542,64.1875,,11.063841819763184,,11.6405668258667,30.813220977783203
2000-03-21,26.214244842529297,9.144760131835938,,24.25,,0.9986788630485536,22.759714126586918,27.40625,,28.444896697998047,7.140146732330322,70.9235610961914,16.004493713378906,197.5,7.1097846031188965,6.96965217590332,14.531707763671877,,,5.800105571746826,13.235322952270508,,,1.4850140810012815,72.375,,11.13242244720459,,11.543768882751465,31.65409278869629
2000-03-22,24.927982330322266,9.314423561096191,,27.125,,0.9940334558486938,25.31960678100586,28.75,,27.51579475402832,7.263605117797852,73.66028594970703,15.197242736816406,208.5,6.505594730377197,6.6388115882873535,14.649371147155762,,,5.65074634552002,12.897876739501951,,,1.421044945716858,70.6875,,11.018129348754885,,11.301756858825684,32.06095504760742
2000-03-23,25.217849731445312,9.178693771362305,,25.3125,,0.9568737745285034,26.458642959594727,27.6875,,28.135202407836918,7.397355079650879,73.8144760131836,15.89919376373291,201.875,6.828764915466309,6.594702243804932,14.855289459228516,,,5.800105571746826,13.347804069519045,,,1.4256138801574707,67.6875,,11.040989875793455,,11.422761917114258,33.851165771484375
2000-03-24,26.341047286987305,9.127799034118652,,24.0625,,1.0126138925552368,26.862119674682617,27.0,,28.87371635437012,7.561970710754394,74.00718688964844,16.25017547607422,211.0,6.533695220947266,6.660869598388672,14.884702682495115,,,5.76276445388794,13.797728538513184,,,1.4484606981277466,72.6875,,11.15528392791748,,11.592171669006348,33.76979446411133
2000-03-27,25.68886947631836,9.025996208190918,,22.5625,,0.9754534363746644,28.21220970153809,27.09375,,28.32578659057617,7.222455978393555,70.46102905273438,15.688612937927246,208.6875,6.505594730377197,6.660869598388672,15.00236988067627,,,5.63830041885376,13.047849655151367,,,1.433609962463379,73.125,,11.31529712677002,,11.616368293762209,32.65769577026367
2000-03-28,25.76132583618164,9.195661544799805,,23.0,,0.980098307132721,27.59147834777832,27.5625,,27.75403213500977,7.191586494445801,73.46759796142578,15.758809089660645,199.875,6.688254356384277,6.462367534637451,14.708205223083496,,,5.526281833648682,13.57276725769043,,,1.430182695388794,70.125,,11.086705207824709,,11.350159645080566,33.0916748046875
2000-03-29,25.399005889892575,9.467118263244627,,21.96875,,0.9754534363746644,27.65355110168457,27.375,,28.730775833129883,7.366493225097656,69.07341003417969,15.96938705444336,170.0,6.57584810256958,6.330031871795654,14.56112289428711,,,5.737873077392578,13.57276725769043,,,1.3981986045837402,66.25,,11.223859786987305,,11.567971229553224,32.90180206298828
2000-03-30,25.79757499694824,9.636778831481934,,19.0625,,0.9568737745285034,26.613828659057617,30.0,,30.350759506225582,7.325336933135986,64.75633239746094,16.24772071838379,160.0625,6.477492332458496,6.749092102050781,14.472864151000977,,,5.837442398071289,13.94770336151123,,,1.5718313455581665,66.5,,11.200997352600098,,11.592171669006348,32.33219909667969
2000-03-31,25.67076110839844,9.551950454711914,,20.25,,0.8964880108833313,27.638029098510746,29.5,,30.017229080200195,7.500240802764893,64.13960266113281,16.07111167907715,160.8125,6.758510589599609,7.322546005249023,14.320116996765137,,,6.0614824295043945,14.285148620605469,,,1.51699960231781,67.0,,11.31529712677002,,11.543768882751465,32.318634033203125
2000-04-03,26.63092041015625,10.043970108032228,,19.125,,0.826812744140625,26.210350036621094,30.4375,,29.683704376220703,7.736875534057617,60.439239501953125,17.02478790283203,119.0,6.519644737243652,7.057875156402588,14.439452171325684,,,5.912125587463379,14.697582244873049,,,1.66778564453125,63.5625,,11.38387393951416,,11.543768882751465,33.74267578125
2000-04-04,26.938899993896484,10.705646514892578,,18.6875,,0.7896531224250793,25.263734817504883,30.5625,,28.32578659057617,7.664852619171143,57.66395950317383,16.81285858154297,115.46875,6.519644737243652,7.14609432220459,14.618454933166504,,,5.849892139434815,14.472614288330078,,,1.622092604637146,63.9375,,11.681044578552246,,11.930983543395996,31.898212432861328
2000-04-05,26.413530349731445,10.077898025512695,,18.125,,0.7942978739738464,26.613828659057617,34.1875,,28.8022518157959,7.561970710754394,59.78395080566406,16.777536392211914,110.0,6.969275951385498,6.903480052947998,14.469292640686035,,,5.9868035316467285,14.09768009185791,,,1.635800004005432,62.1875,,11.909637451171877,,12.245590209960938,31.3557186126709
2000-04-06,27.06570243835449,10.264530181884766,,20.75,,0.8221679329872131,28.46050262451172,35.5,,28.82607650756836,7.613417148590088,64.75633239746094,16.706892013549805,135.125,6.9411725997924805,7.013763427734375,14.707956314086914,,,5.874783515930176,13.685248374938965,,,1.676924228668213,64.25,,11.77247714996338,,11.834176063537598,30.59623908996582
2000-04-07,26.55845260620117,9.942176818847656,,20.0,,0.5992071628570557,31.036531448364254,37.75,,29.35016822814941,7.4899516105651855,75.24066162109375,16.530288696289062,145.6875,6.730408668518066,7.16815710067749,14.827300071716309,,,5.824996948242188,13.57276725769043,,,1.6449391841888428,67.5625,,11.56674861907959,,11.809974670410156,30.17580795288086
2000-04-10,26.884552001953125,10.06093692779541,,20.125,,0.5992071628570557,29.09675025939941,37.75,,30.27928924560547,7.582550048828125,66.06684875488281,16.636255264282227,133.3125,6.828764915466309,6.991710186004639,15.03612995147705,,,5.874783515930176,13.872719764709473,,,1.6083848476409912,63.375,,11.635324478149414,,12.003582954406738,31.07090759277344
2000-04-11,27.663543701171875,10.332395553588867,,19.4375,,0.5225647687911987,29.670923233032227,35.3125,,29.731359481811523,7.747161865234375,62.2508659362793,17.48396873474121,107.75,7.053581714630127,7.057875156402588,15.03612995147705,,,5.9245710372924805,13.647750854492188,,,1.5901081562042236,63.375,,11.703899383544922,,12.245590209960938,31.50490379333496
2000-04-12,27.42803955078125,10.81051254272461,,16.75,,0.5155969262123108,27.82425308227539,38.0,,29.18341445922852,7.757452487945557,53.03849029541016,17.907821655273438,92.75,7.053581714630127,7.035818099975586,15.155465126037598,,,5.961911678314209,13.94770336151123,,,1.599246382713318,56.375,,11.841056823730469,,12.65700626373291,32.711952209472656
2000-04-13,27.46426773071289,10.691153526306152,,16.5625,,0.5109521150588989,28.19669342041016,35.5,,29.13577461242676,7.736875534057617,55.50542449951172,16.989465713500977,88.0,7.0114288330078125,7.035818099975586,15.27480697631836,,,6.011696815490723,14.060184478759766,,,1.631231427192688,48.0,,12.161087989807127,,13.1168212890625,31.681224822998047
2000-04-14,26.322946548461918,10.043203353881836,,15.0,,0.4830820262432098,24.28608512878418,33.0,,28.159013748168945,7.582550048828125,50.99559783935547,16.35368537902832,64.875,6.660155296325684,7.013763427734375,15.27480697631836,,,5.8125505447387695,12.522936820983888,,,1.5444152355194092,46.875,,12.023930549621582,,12.874811172485352,29.077281951904297
2000-04-17,26.05118751525879,10.28192138671875,,13.875,,0.4737916886806488,28.13461303710937,36.3125,,28.32578659057617,7.510531902313232,49.029781341552734,16.883508682250977,70.0,6.505594730377197,6.881429195404053,15.27480697631836,,,5.949465274810791,12.597928047180176,,,1.553553581237793,47.0625,,12.161087989807127,,13.092617988586426,29.077281951904297
2000-04-18,26.05118751525879,10.418333053588867,,16.03125,,0.4691470563411712,29.05019187927246,39.5,,29.35016822814941,7.500240802764893,53.65522384643555,16.60094451904297,91.5,6.688254356384277,6.682925701141357,15.21513557434082,,,6.036586761474609,12.597928047180176,,,1.5124305486679075,54.9375,,12.161087989807127,,13.1168212890625,30.36568069458008
2000-04-19,26.214244842529297,10.469480514526367,,16.75,,0.4621790051460266,27.96391868591309,37.625,,30.27928924560547,7.345917224884033,53.80940628051758,15.753223419189451,88.9375,6.8428168296813965,6.881429195404053,15.24495792388916,,,5.974356174468994,12.22298526763916,,,1.5215686559677124,53.4375,,12.115365982055664,,13.04421615600586,30.270732879638672
2000-04-20,26.73961639404297,10.70820426940918,,17.71875,,0.4970170259475708,27.96391868591309,39.125,,32.828372955322266,7.829471111297607,55.46686935424805,16.883508682250977,86.9375,6.688254356384277,7.035818099975586,15.24495792388916,,,5.9868035316467285,13.497780799865724,,,1.5626920461654663,52.375,,12.389678001403809,,13.092617988586426,31.083721160888672
2000-04-24,28.22513961791992,10.929869651794434,,16.9375,,0.4877267181873321,26.00861167907715,40.5,,31.94690704345703,7.973513126373291,56.5075798034668,17.83717918395996,75.875,6.393186569213867,7.256379127502441,15.24495792388916,,,6.036586761474609,13.835222244262695,,,1.5764002799987793,49.8125,,12.77828598022461,,13.552430152893066,32.618873596191406
2000-04-25,27.192527770996094,10.844616889953612,,16.8125,,0.5132744908332825,29.79507064819336,43.75,,31.70867729187012,8.035237312316895,55.50542449951172,18.508275985717773,73.0625,6.688254356384277,7.454879283905029,15.21513557434082,,,6.111269950866699,14.285148620605469,,,1.6083848476409912,52.4375,,13.372625350952148,,13.988052368164062,34.34423065185547
2000-04-26,25.77945709228516,10.640000343322754,,17.375,,0.4958559572696686,28.5225772857666,41.125,,32.59012985229492,8.261581420898438,56.66176986694336,17.4133243560791,73.5,6.505594730377197,7.16815710067749,15.095792770385742,,,6.4149370193481445,13.835222244262695,,,1.631231427192688,53.5,,13.852666854858398,,14.61726188659668,33.61061477661133
